path,label
fa1_outputs\balanced\fall\Coffee_room_02_video (56)_f314.png,fall
fa1_outputs\balanced\sitting\aug816_C_flipped_Office_video (13)_f475.png,sitting
fa1_outputs\balanced\fall\aug92_B_rotated_15deg_Coffee_room_01_video (22)_f125.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (32)_f244.png,fall
fa1_outputs\balanced\fall\Coffee_room_02_video (51)_f81.png,fall
fa1_outputs\balanced\walking\aug894_D_zoom_1.3x_Home_02_video (50)_f78.png,walking
fa1_outputs\balanced\sitting\aug190_C_flipped_Coffee_room_01_video (28)_f0.png,sitting
fa1_outputs\balanced\walking\aug621_brightness_jitter_Home_02_video (60)_f62.png,walking
fa1_outputs\balanced\fall\Home_01_video (21)_f86.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (4)_f124.png,fall
fa1_outputs\balanced\normal\aug190_B_rotated_15deg_Coffee_room_02_video (66)_f111.png,normal
fa1_outputs\balanced\sitting\aug2_B_rotated_15deg_Coffee_room_01_video (21)_f22.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (42)_f79.png,standing
fa1_outputs\balanced\sitting\aug597_brightness_jitter_Home_01_video (16)_f33.png,sitting
fa1_outputs\balanced\sitting\aug631_B_rotated_15deg_Home_02_video (52)_f27.png,sitting
fa1_outputs\balanced\sitting\aug603_B_rotated_15deg_Home_01_video (26)_f0.png,sitting
fa1_outputs\balanced\standing\Office_video (29)_f854.png,standing
fa1_outputs\balanced\fall\aug191_brightness_jitter_Coffee_room_01_video (4)_f123.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (14)_f58.png,fall
fa1_outputs\balanced\walking\aug940_C_flipped_Home_01_video (11)_f273.png,walking
fa1_outputs\balanced\sitting\aug56_C_flipped_Coffee_room_02_video (56)_f215.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (7)_f202.png,standing
fa1_outputs\balanced\normal\aug118_brightness_jitter_Coffee_room_01_video (44)_f33.png,normal
fa1_outputs\balanced\fall\aug499_B_rotated_15deg_Coffee_room_01_video (1)_f72.png,fall
fa1_outputs\balanced\normal\aug164_C_flipped_Coffee_room_02_video (54)_f156.png,normal
fa1_outputs\balanced\sitting\aug808_D_zoom_1.3x_Home_02_video (53)_f135.png,sitting
fa1_outputs\balanced\normal\aug133_brightness_jitter_Coffee_room_01_video (7)_f0.png,normal
fa1_outputs\balanced\normal\Office_video (10)_f168.png,normal
fa1_outputs\balanced\normal\Coffee_room_01_video (30)_f116.png,normal
fa1_outputs\balanced\walking\Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\normal\aug168_C_flipped_Coffee_room_02_video (58)_f0.png,normal
fa1_outputs\balanced\walking\aug882_B_rotated_15deg_Home_01_video (8)_f178.png,walking
fa1_outputs\balanced\fall\aug8_B_rotated_15deg_Coffee_room_01_video (1)_f80.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (66)_f186.png,standing
fa1_outputs\balanced\fall\aug102_B_rotated_15deg_Coffee_room_01_video (25)_f158.png,fall
fa1_outputs\balanced\normal\aug302_B_rotated_15deg_Home_01_video (7)_f135.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (7)_f34.png,standing
fa1_outputs\balanced\walking\aug558_D_zoom_1.3x_Office_video (18)_f459.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (22)_f616.png,standing
fa1_outputs\balanced\normal\Office_video (6)_f249.png,normal
fa1_outputs\balanced\normal\Home_02_video (31)_f156.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (20)_f111.png,standing
fa1_outputs\balanced\sitting\aug155_B_rotated_15deg_Office_video (3)_f291.png,sitting
fa1_outputs\balanced\fall\aug394_brightness_jitter_Home_01_video (28)_f174.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (50)_f586.png,standing
fa1_outputs\balanced\normal\Coffee_room_02_video (55)_f201.png,normal
fa1_outputs\balanced\walking\aug162_B_rotated_15deg_Home_01_video (20)_f135.png,walking
fa1_outputs\balanced\normal\Lecture_room_video (3)_f545.png,normal
fa1_outputs\balanced\fall\aug50_D_zoom_1.3x_Coffee_room_01_video (17)_f20.png,fall
fa1_outputs\balanced\normal\aug298_D_zoom_1.3x_Home_01_video (6)_f0.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (45)_f80.png,standing
fa1_outputs\balanced\normal\Office_video (9)_f41.png,normal
fa1_outputs\balanced\sitting\aug602_C_flipped_Home_01_video (23)_f144.png,sitting
fa1_outputs\balanced\standing\Coffee_room_02_video (57)_f281.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (26)_f243.png,normal
fa1_outputs\balanced\sitting\Coffee_room_01_video (34)_f83.png,sitting
fa1_outputs\balanced\walking\aug464_B_rotated_15deg_Home_02_video (49)_f62.png,walking
fa1_outputs\balanced\sitting\aug733_D_zoom_1.3x_Coffee_room_01_video (34)_f259.png,sitting
fa1_outputs\balanced\sitting\aug570_B_rotated_15deg_Coffee_room_01_video (9)_f25.png,sitting
fa1_outputs\balanced\normal\Coffee_room_01_video (16)_f154.png,normal
fa1_outputs\balanced\walking\aug434_D_zoom_1.3x_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\sitting\aug446_D_zoom_1.3x_Home_02_video (45)_f151.png,sitting
fa1_outputs\balanced\fall\aug215_brightness_jitter_Coffee_room_01_video (44)_f70.png,fall
fa1_outputs\balanced\walking\aug832_C_flipped_Home_02_video (55)_f27.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (36)_f721.png,standing
fa1_outputs\balanced\fall\aug33_D_zoom_1.3x_Coffee_room_01_video (14)_f76.png,fall
fa1_outputs\balanced\sitting\aug399_brightness_jitter_Coffee_room_02_video (55)_f121.png,sitting
fa1_outputs\balanced\sitting\aug869_brightness_jitter_Office_video (30)_f935.png,sitting
fa1_outputs\balanced\fall\aug224_B_rotated_15deg_Coffee_room_01_video (46)_f165.png,fall
fa1_outputs\balanced\sitting\Coffee_room_02_video (57)_f0.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (27)_f77.png,standing
fa1_outputs\balanced\sitting\aug98_D_zoom_1.3x_Home_02_video (45)_f194.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (17)_f0.png,standing
fa1_outputs\balanced\walking\aug700_D_zoom_1.3x_Office_video (18)_f459.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (39)_f19.png,standing
fa1_outputs\balanced\sitting\aug29_brightness_jitter_Coffee_room_01_video (34)_f259.png,sitting
fa1_outputs\balanced\normal\aug140_C_flipped_Coffee_room_01_video (9)_f41.png,normal
fa1_outputs\balanced\sitting\aug218_D_zoom_1.3x_Coffee_room_01_video (9)_f25.png,sitting
fa1_outputs\balanced\fall\Home_02_video (31)_f0.png,fall
fa1_outputs\balanced\walking\aug526_brightness_jitter_Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\fall\aug542_B_rotated_15deg_Coffee_room_01_video (17)_f126.png,fall
fa1_outputs\balanced\sitting\aug200_B_rotated_15deg_Coffee_room_01_video (34)_f0.png,sitting
fa1_outputs\balanced\walking\aug619_C_flipped_Home_02_video (55)_f27.png,walking
fa1_outputs\balanced\walking\Coffee_room_01_video (24)_f66.png,walking
fa1_outputs\balanced\standing\Office_video (31)_f20.png,standing
fa1_outputs\balanced\walking\aug251_brightness_jitter_Home_02_video (49)_f62.png,walking
fa1_outputs\balanced\sitting\aug319_brightness_jitter_Office_video (27)_f486.png,sitting
fa1_outputs\balanced\walking\aug195_D_zoom_1.3x_Home_02_video (60)_f62.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (40)_f87.png,standing
fa1_outputs\balanced\sitting\Coffee_room_01_video (34)_f51.png,sitting
fa1_outputs\balanced\walking\aug216_B_rotated_15deg_Coffee_room_01_video (17)_f19.png,walking
fa1_outputs\balanced\normal\Lecture_room_video (19)_f490.png,normal
fa1_outputs\balanced\fall\Home_02_video (32)_f0.png,fall
fa1_outputs\balanced\sitting\aug677_B_rotated_15deg_Office_video (3)_f116.png,sitting
fa1_outputs\balanced\walking\aug357_C_flipped_Coffee_room_01_video (12)_f45.png,walking
fa1_outputs\balanced\walking\aug725_brightness_jitter_Coffee_room_02_video (69)_f641.png,walking
fa1_outputs\balanced\fall\aug430_brightness_jitter_Home_02_video (31)_f62.png,fall
fa1_outputs\balanced\walking\aug596_B_rotated_15deg_Home_01_video (30)_f72.png,walking
fa1_outputs\balanced\walking\aug650_brightness_jitter_Coffee_room_01_video (5)_f36.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (16)_f0.png,standing
fa1_outputs\balanced\fall\Coffee_room_02_video (52)_f129.png,fall
fa1_outputs\balanced\normal\Coffee_room_02_video (62)_f211.png,normal
fa1_outputs\balanced\sitting\Coffee_room_01_video (31)_f0.png,sitting
fa1_outputs\balanced\sitting\aug511_brightness_jitter_Office_video (30)_f467.png,sitting
fa1_outputs\balanced\sitting\Coffee_room_02_video (57)_f211.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (8)_f161.png,fall
fa1_outputs\balanced\sitting\aug390_B_rotated_15deg_Coffee_room_01_video (47)_f0.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (2)_f38.png,standing
fa1_outputs\balanced\walking\aug189_brightness_jitter_Home_02_video (54)_f43.png,walking
fa1_outputs\balanced\normal\Home_02_video (38)_f115.png,normal
fa1_outputs\balanced\walking\aug5_C_flipped_Coffee_room_01_video (24)_f66.png,walking
fa1_outputs\balanced\standing\Office_video (18)_f287.png,standing
fa1_outputs\balanced\normal\Home_02_video (39)_f172.png,normal
fa1_outputs\balanced\fall\Home_01_video (12)_f167.png,fall
fa1_outputs\balanced\fall\Home_02_video (32)_f90.png,fall
fa1_outputs\balanced\normal\Office_video (19)_f65.png,normal
fa1_outputs\balanced\walking\aug213_brightness_jitter_Coffee_room_01_video (11)_f289.png,walking
fa1_outputs\balanced\walking\aug207_brightness_jitter_Office_video (19)_f263.png,walking
fa1_outputs\balanced\normal\Office_video (17)_f108.png,normal
fa1_outputs\balanced\fall\aug296_brightness_jitter_Coffee_room_02_video (56)_f328.png,fall
fa1_outputs\balanced\normal\Home_02_video (52)_f151.png,normal
fa1_outputs\balanced\standing\Coffee_room_02_video (50)_f781.png,standing
fa1_outputs\balanced\sitting\aug118_brightness_jitter_Office_video (16)_f171.png,sitting
fa1_outputs\balanced\standing\Home_02_video (39)_f120.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (33)_f101.png,fall
fa1_outputs\balanced\fall\aug268_D_zoom_1.3x_Coffee_room_02_video (51)_f81.png,fall
fa1_outputs\balanced\sitting\aug557_C_flipped_Coffee_room_01_video (34)_f259.png,sitting
fa1_outputs\balanced\fall\Home_02_video (48)_f48.png,fall
fa1_outputs\balanced\walking\aug20_brightness_jitter_Home_01_video (20)_f135.png,walking
fa1_outputs\balanced\standing\Office_video (8)_f104.png,standing
fa1_outputs\balanced\normal\aug249_B_rotated_15deg_Home_01_video (23)_f120.png,normal
fa1_outputs\balanced\fall\Office_video (5)_f142.png,fall
fa1_outputs\balanced\sitting\Coffee_room_02_video (55)_f121.png,sitting
fa1_outputs\balanced\sitting\aug860_D_zoom_1.3x_Office_video (3)_f46.png,sitting
fa1_outputs\balanced\sitting\aug624_D_zoom_1.3x_Home_02_video (45)_f172.png,sitting
fa1_outputs\balanced\standing\Office_video (30)_f155.png,standing
fa1_outputs\balanced\normal\aug317_D_zoom_1.3x_Home_02_video (31)_f78.png,normal
fa1_outputs\balanced\normal\aug63_D_zoom_1.3x_Coffee_room_01_video (23)_f62.png,normal
fa1_outputs\balanced\standing\Coffee_room_02_video (69)_f256.png,standing
fa1_outputs\balanced\walking\aug635_D_zoom_1.3x_Office_video (20)_f212.png,walking
fa1_outputs\balanced\sitting\aug779_C_flipped_Home_01_video (26)_f0.png,sitting
fa1_outputs\balanced\walking\aug325_D_zoom_1.3x_Home_02_video (50)_f62.png,walking
fa1_outputs\balanced\walking\aug85_brightness_jitter_Coffee_room_02_video (60)_f55.png,walking
fa1_outputs\balanced\walking\aug242_brightness_jitter_Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\normal\Home_01_video (20)_f43.png,normal
fa1_outputs\balanced\standing\Office_video (19)_f82.png,standing
fa1_outputs\balanced\normal\Coffee_room_01_video (35)_f0.png,normal
fa1_outputs\balanced\fall\aug75_D_zoom_1.3x_Coffee_room_01_video (2)_f198.png,fall
fa1_outputs\balanced\fall\aug79_brightness_jitter_Coffee_room_01_video (2)_f244.png,fall
fa1_outputs\balanced\fall\aug423_brightness_jitter_Home_01_video (9)_f156.png,fall
fa1_outputs\balanced\walking\aug327_brightness_jitter_Home_02_video (52)_f21.png,walking
fa1_outputs\balanced\walking\aug718_brightness_jitter_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\walking\aug29_D_zoom_1.3x_Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\fall\aug1_D_zoom_1.3x_Coffee_room_01_video (1)_f48.png,fall
fa1_outputs\balanced\walking\aug799_C_flipped_Home_01_video (2)_f30.png,walking
fa1_outputs\balanced\standing\Home_02_video (49)_f0.png,standing
fa1_outputs\balanced\fall\aug98_brightness_jitter_Coffee_room_01_video (24)_f215.png,fall
fa1_outputs\balanced\normal\Office_video (24)_f497.png,normal
fa1_outputs\balanced\walking\aug473_D_zoom_1.3x_Home_02_video (54)_f43.png,walking
fa1_outputs\balanced\standing\Lecture_room_video (22)_f197.png,standing
fa1_outputs\balanced\normal\aug62_C_flipped_Coffee_room_01_video (23)_f124.png,normal
fa1_outputs\balanced\sitting\aug641_B_rotated_15deg_Office_video (13)_f554.png,sitting
fa1_outputs\balanced\fall\aug381_C_flipped_Home_01_video (25)_f85.png,fall
fa1_outputs\balanced\sitting\aug490_brightness_jitter_Office_video (24)_f82.png,sitting
fa1_outputs\balanced\sitting\aug472_C_flipped_Office_video (18)_f383.png,sitting
fa1_outputs\balanced\normal\aug198_brightness_jitter_Coffee_room_02_video (68)_f160.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (40)_f267.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (61)_f164.png,standing
fa1_outputs\balanced\walking\aug648_brightness_jitter_Coffee_room_01_video (38)_f70.png,walking
fa1_outputs\balanced\walking\aug414_B_rotated_15deg_Office_video (15)_f0.png,walking
fa1_outputs\balanced\sitting\aug822_brightness_jitter_Office_video (16)_f171.png,sitting
fa1_outputs\balanced\sitting\aug735_C_flipped_Coffee_room_01_video (34)_f83.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (13)_f207.png,standing
fa1_outputs\balanced\standing\Coffee_room_02_video (65)_f88.png,standing
fa1_outputs\balanced\fall\aug295_brightness_jitter_Coffee_room_02_video (56)_f321.png,fall
fa1_outputs\balanced\walking\aug205_D_zoom_1.3x_Office_video (18)_f574.png,walking
fa1_outputs\balanced\sitting\Home_02_video (45)_f151.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (36)_f240.png,standing
fa1_outputs\balanced\standing\Home_02_video (33)_f76.png,standing
fa1_outputs\balanced\fall\aug453_B_rotated_15deg_Lecture_room_video (5)_f272.png,fall
fa1_outputs\balanced\normal\aug103_D_zoom_1.3x_Coffee_room_01_video (37)_f103.png,normal
fa1_outputs\balanced\fall\Coffee_room_01_video (41)_f279.png,fall
fa1_outputs\balanced\sitting\aug448_D_zoom_1.3x_Home_02_video (45)_f172.png,sitting
fa1_outputs\balanced\walking\aug576_brightness_jitter_Coffee_room_01_video (38)_f140.png,walking
fa1_outputs\balanced\walking\aug43_B_rotated_15deg_Home_02_video (52)_f21.png,walking
fa1_outputs\balanced\walking\aug415_B_rotated_15deg_Office_video (15)_f39.png,walking
fa1_outputs\balanced\normal\aug386_B_rotated_15deg_Home_02_video (51)_f26.png,normal
fa1_outputs\balanced\walking\aug277_C_flipped_Office_video (18)_f612.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (33)_f136.png,fall
fa1_outputs\balanced\fall\aug475_D_zoom_1.3x_Office_video (17)_f130.png,fall
fa1_outputs\balanced\normal\Home_01_video (30)_f96.png,normal
fa1_outputs\balanced\walking\aug99_brightness_jitter_Home_01_video (30)_f72.png,walking
fa1_outputs\balanced\standing\Coffee_room_02_video (54)_f62.png,standing
fa1_outputs\balanced\walking\aug933_D_zoom_1.3x_Coffee_room_01_video (38)_f88.png,walking
fa1_outputs\balanced\fall\aug299_B_rotated_15deg_Coffee_room_02_video (57)_f450.png,fall
fa1_outputs\balanced\fall\Office_video (12)_f208.png,fall
fa1_outputs\balanced\walking\aug624_B_rotated_15deg_Lecture_room_video (2)_f379.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (28)_f66.png,fall
fa1_outputs\balanced\walking\aug640_C_flipped_Coffee_room_01_video (12)_f22.png,walking
fa1_outputs\balanced\walking\aug403_C_flipped_Home_02_video (54)_f54.png,walking
fa1_outputs\balanced\sitting\aug829_brightness_jitter_Office_video (20)_f319.png,sitting
fa1_outputs\balanced\walking\aug762_C_flipped_Home_02_video (56)_f324.png,walking
fa1_outputs\balanced\fall\aug39_D_zoom_1.3x_Coffee_room_01_video (15)_f70.png,fall
fa1_outputs\balanced\sitting\aug350_D_zoom_1.3x_Office_video (4)_f96.png,sitting
fa1_outputs\balanced\normal\aug177_B_rotated_15deg_Coffee_room_02_video (60)_f34.png,normal
fa1_outputs\balanced\walking\aug606_B_rotated_15deg_Home_02_video (49)_f62.png,walking
fa1_outputs\balanced\standing\Home_01_video (15)_f148.png,standing
fa1_outputs\balanced\fall\Coffee_room_01_video (27)_f151.png,fall
fa1_outputs\balanced\fall\aug421_B_rotated_15deg_Home_01_video (9)_f149.png,fall
fa1_outputs\balanced\walking\aug516_brightness_jitter_Home_01_video (20)_f129.png,walking
fa1_outputs\balanced\walking\aug581_D_zoom_1.3x_Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\fall\Coffee_room_02_video (55)_f258.png,fall
fa1_outputs\balanced\standing\Office_video (15)_f127.png,standing
fa1_outputs\balanced\fall\Coffee_room_02_video (62)_f176.png,fall
fa1_outputs\balanced\normal\aug325_C_flipped_Home_02_video (33)_f24.png,normal
fa1_outputs\balanced\normal\Home_01_video (27)_f90.png,normal
fa1_outputs\balanced\walking\aug74_C_flipped_Coffee_room_01_video (17)_f19.png,walking
fa1_outputs\balanced\normal\Home_01_video (7)_f43.png,normal
fa1_outputs\balanced\sitting\aug805_brightness_jitter_Home_02_video (48)_f24.png,sitting
fa1_outputs\balanced\walking\aug314_C_flipped_Home_01_video (8)_f178.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (20)_f355.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (36)_f1102.png,fall
fa1_outputs\balanced\normal\aug151_C_flipped_Coffee_room_02_video (51)_f126.png,normal
fa1_outputs\balanced\normal\Home_01_video (26)_f189.png,normal
fa1_outputs\balanced\sitting\aug802_brightness_jitter_Home_02_video (45)_f194.png,sitting
fa1_outputs\balanced\walking\aug730_B_rotated_15deg_Home_01_video (20)_f135.png,walking
fa1_outputs\balanced\walking\aug439_brightness_jitter_Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\sitting\Coffee_room_01_video (21)_f22.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (28)_f59.png,fall
fa1_outputs\balanced\standing\Coffee_room_01_video (47)_f437.png,standing
fa1_outputs\balanced\standing\Lecture_room_video (13)_f259.png,standing
fa1_outputs\balanced\standing\Home_02_video (54)_f151.png,standing
fa1_outputs\balanced\standing\Office_video (19)_f32.png,standing
fa1_outputs\balanced\walking\aug628_B_rotated_15deg_Office_video (15)_f39.png,walking
fa1_outputs\balanced\fall\aug435_brightness_jitter_Home_02_video (32)_f90.png,fall
fa1_outputs\balanced\standing\Office_video (32)_f136.png,standing
fa1_outputs\balanced\walking\aug224_B_rotated_15deg_Coffee_room_01_video (5)_f36.png,walking
fa1_outputs\balanced\normal\Home_02_video (32)_f48.png,normal
fa1_outputs\balanced\standing\Coffee_room_01_video (39)_f39.png,standing
fa1_outputs\balanced\standing\Lecture_room_video (20)_f223.png,standing
fa1_outputs\balanced\normal\Office_video (23)_f229.png,normal
fa1_outputs\balanced\walking\Coffee_room_02_video (60)_f0.png,walking
fa1_outputs\balanced\normal\Home_02_video (42)_f126.png,normal
fa1_outputs\balanced\standing\Office_video (25)_f395.png,standing
fa1_outputs\balanced\standing\Home_02_video (46)_f132.png,standing
fa1_outputs\balanced\walking\aug506_brightness_jitter_Coffee_room_01_video (38)_f70.png,walking
fa1_outputs\balanced\fall\aug28_B_rotated_15deg_Coffee_room_01_video (14)_f52.png,fall
fa1_outputs\balanced\fall\Lecture_room_video (5)_f272.png,fall
fa1_outputs\balanced\normal\Lecture_room_video (6)_f171.png,normal
fa1_outputs\balanced\standing\Home_02_video (47)_f108.png,standing
fa1_outputs\balanced\normal\Office_video (2)_f161.png,normal
fa1_outputs\balanced\fall\aug203_C_flipped_Coffee_room_01_video (41)_f279.png,fall
fa1_outputs\balanced\normal\aug100_brightness_jitter_Coffee_room_01_video (35)_f173.png,normal
fa1_outputs\balanced\sitting\Home_02_video (45)_f172.png,sitting
fa1_outputs\balanced\fall\aug431_C_flipped_Home_02_video (32)_f0.png,fall
fa1_outputs\balanced\walking\Home_02_video (50)_f273.png,walking
fa1_outputs\balanced\normal\Office_video (4)_f64.png,normal
fa1_outputs\balanced\sitting\aug360_B_rotated_15deg_Coffee_room_01_video (25)_f0.png,sitting
fa1_outputs\balanced\normal\aug244_B_rotated_15deg_Home_01_video (22)_f150.png,normal
fa1_outputs\balanced\fall\Office_video (17)_f130.png,fall
fa1_outputs\balanced\standing\Coffee_room_02_video (70)_f104.png,standing
fa1_outputs\balanced\fall\aug192_C_flipped_Coffee_room_01_video (4)_f124.png,fall
fa1_outputs\balanced\fall\Coffee_room_01_video (19)_f109.png,fall
fa1_outputs\balanced\sitting\aug42_C_flipped_Coffee_room_01_video (9)_f25.png,sitting
fa1_outputs\balanced\standing\Coffee_room_01_video (13)_f91.png,standing
fa1_outputs\balanced\standing\Lecture_room_video (12)_f253.png,standing
fa1_outputs\balanced\fall\aug37_brightness_jitter_Coffee_room_01_video (15)_f56.png,fall
fa1_outputs\balanced\normal\Coffee_room_01_video (29)_f0.png,normal
fa1_outputs\balanced\sitting\Office_video (24)_f310.png,sitting
fa1_outputs\balanced\walking\aug898_D_zoom_1.3x_Home_02_video (53)_f27.png,walking
fa1_outputs\balanced\sitting\aug447_C_flipped_Home_02_video (45)_f162.png,sitting
fa1_outputs\balanced\walking\aug239_C_flipped_Home_01_video (3)_f30.png,walking
fa1_outputs\balanced\normal\aug44_B_rotated_15deg_Coffee_room_01_video (19)_f159.png,normal
fa1_outputs\balanced\walking\aug902_B_rotated_15deg_Home_02_video (55)_f162.png,walking
fa1_outputs\balanced\normal\Office_video (19)_f296.png,normal
fa1_outputs\balanced\walking\aug358_D_zoom_1.3x_Coffee_room_01_video (17)_f19.png,walking
fa1_outputs\balanced\normal\Office_video (14)_f129.png,normal
fa1_outputs\balanced\sitting\aug513_D_zoom_1.3x_Office_video (30)_f623.png,sitting
fa1_outputs\balanced\walking\aug786_C_flipped_Coffee_room_01_video (24)_f66.png,walking
fa1_outputs\balanced\walking\aug455_C_flipped_Home_01_video (4)_f30.png,walking
fa1_outputs\balanced\fall\aug534_C_flipped_Coffee_room_01_video (16)_f106.png,fall
fa1_outputs\balanced\normal\Office_video (4)_f80.png,normal
fa1_outputs\balanced\standing\Home_02_video (58)_f134.png,standing
fa1_outputs\balanced\fall\aug501_brightness_jitter_Coffee_room_01_video (1)_f80.png,fall
fa1_outputs\balanced\normal\Lecture_room_video (18)_f526.png,normal
fa1_outputs\balanced\fall\aug294_C_flipped_Coffee_room_02_video (56)_f314.png,fall
fa1_outputs\balanced\sitting\aug498_D_zoom_1.3x_Office_video (27)_f608.png,sitting
fa1_outputs\balanced\sitting\aug379_B_rotated_15deg_Coffee_room_01_video (34)_f166.png,sitting
fa1_outputs\balanced\walking\aug704_brightness_jitter_Office_video (19)_f263.png,walking
fa1_outputs\balanced\walking\aug422_C_flipped_Office_video (20)_f212.png,walking
fa1_outputs\balanced\sitting\aug219_D_zoom_1.3x_Coffee_room_02_video (52)_f0.png,sitting
fa1_outputs\balanced\standing\Home_02_video (43)_f151.png,standing
fa1_outputs\balanced\sitting\aug470_C_flipped_Office_video (16)_f171.png,sitting
fa1_outputs\balanced\sitting\aug578_B_rotated_15deg_Coffee_room_02_video (55)_f40.png,sitting
fa1_outputs\balanced\walking\aug527_B_rotated_15deg_Home_01_video (8)_f178.png,walking
fa1_outputs\balanced\walking\aug522_D_zoom_1.3x_Home_01_video (29)_f108.png,walking
fa1_outputs\balanced\standing\Coffee_room_01_video (19)_f0.png,standing
fa1_outputs\balanced\sitting\aug137_brightness_jitter_Office_video (24)_f414.png,sitting
fa1_outputs\balanced\walking\aug258_C_flipped_Home_02_video (53)_f21.png,walking
fa1_outputs\balanced\sitting\Office_video (18)_f383.png,sitting
fa1_outputs\balanced\fall\aug481_D_zoom_1.3x_Office_video (5)_f166.png,fall
fa1_outputs\balanced\normal\Office_video (6)_f41.png,normal
fa1_outputs\balanced\normal\Office_video (32)_f204.png,normal
fa1_outputs\balanced\fall\Coffee_room_02_video (61)_f1051.png,fall
fa1_outputs\balanced\standing\Lecture_room_video (8)_f433.png,standing
fa1_outputs\balanced\standing\Home_02_video (39)_f38.png,standing
fa1_outputs\balanced\standing\Coffee_room_01_video (42)_f63.png,standing
fa1_outputs\balanced\walking\aug317_brightness_jitter_Home_02_video (45)_f21.png,walking
fa1_outputs\balanced\walking\Office_video (33)_f159.png,walking
fa1_outputs\balanced\walking\aug202_brightness_jitter_Office_video (15)_f39.png,walking
fa1_outputs\balanced\normal\aug312_B_rotated_15deg_Home_02_video (31)_f0.png,normal
fa1_outputs\balanced\walking\aug661_C_flipped_Home_01_video (21)_f135.png,walking
fa1_outputs\balanced\fall\Coffee_room_01_video (15)_f56.png,fall
fa1_outputs\balanced\standing\Home_02_video (54)_f189.png,standing
fa1_outputs\balanced\sitting\aug583_D_zoom_1.3x_Coffee_room_02_video (56)_f172.png,sitting
fa1_outputs\balanced\standing\Lecture_room_video (9)_f280.png,standing
fa1_outputs\balanced\sitting\aug52_D_zoom_1.3x_Coffee_room_02_video (55)_f80.png,sitting
fa1_outputs\balanced\normal\Office_video (22)_f165.png,normal
fa1_outputs\balanced\standing\Lecture_room_video (9)_f701.png,standing
fa1_outputs\balanced\sitting\aug161_C_flipped_Office_video (30)_f623.png,sitting
fa1_outputs\balanced\walking\aug765_C_flipped_Lecture_room_video (12)_f421.png,walking
fa1_outputs\balanced\sitting\aug459_D_zoom_1.3x_Lecture_room_video (18)_f315.png,sitting
fa1_outputs\balanced\fall\Coffee_room_01_video (2)_f205.png,fall
fa1_outputs\balanced\normal\aug300_D_zoom_1.3x_Home_01_video (6)_f24.png,normal
fa1_outputs\balanced\walking\aug663_B_rotated_15deg_Home_01_video (29)_f101.png,walking
fa1_outputs\balanced\walking\Home_02_video (50)_f62.png,walking
fa1_outputs\balanced\fall\aug140_C_flipped_Coffee_room_01_video (31)_f171.png,fall
fa1_outputs\balanced\walking\aug973_C_flipped_Home_02_video (55)_f162.png,walking
fa1_outputs\balanced\normal\Office_video (13)_f594.png,normal
fa1_outputs\balanced\normal\Lecture_room_video (24)_f432.png,normal
fa1_outputs\balanced\normal\Coffee_room_02_video (55)_f282.png,normal
fa1_outputs\balanced\walking\aug174_brightness_jitter_Home_02_video (37)_f0.png,walking
fa1_outputs\balanced\sitting\Coffee_room_01_video (40)_f0.png,sitting
